,pro_id,activity
0,23069503,11777037458
1,23069503,11776168297
2,23069503,11776415401
3,23069503,11776595544
4,23069503,11776104807
5,23069503,11776341080
6,23069503,11776507167
7,23069503,11776098230
8,23069503,11776203695
9,23069503,11776257067
10,23069503,11776439384
11,23069503,11776443380
12,23069503,11776542459
13,23069503,11776494925
14,23069503,11769079487
15,23069503,11768832237
16,23069503,11768501612
17,23069503,11768719771
18,23069503,11769059125
19,23069503,11768914715
20,23069503,11768756300
21,23069503,11768707669
22,23069503,11769018031
23,23069503,11768703463
24,23069503,11768766941
25,23069503,11768507848
26,23069503,11832309103
27,23069503,11831383789
28,23069503,11831723004
29,23069503,11831813300
30,23069503,11831852759
31,23069503,11831511308
32,23069503,11831356933
33,23069503,11831863278
34,23069503,11831512576
35,23069503,11823604770
36,23069503,11823031528
37,23069503,11823397143
38,23069503,11823161236
39,23069503,11823390209
40,23069503,11823273997
41,23069503,11823568272
42,23069503,11823116446
43,23069503,11823413444
44,23069503,11823835974
45,23069503,11823271418
46,23069503,11823211484
47,23069503,11823011462
48,23069503,11823002171
49,23069503,11823249074
50,23069503,11816096613
51,23069503,11808326492
52,23069503,11807754298
53,23069503,11807377612
54,23069503,11807387405
55,23069503,11808153338
56,23069503,11807727373
57,23069503,11807725459
58,23069503,11807713349
59,23069503,11807560544
60,23069503,11807677215
61,23069503,11807427501
62,23069503,11807369962
63,23069503,11807427430
64,23069503,11807629728
65,23069503,11800515140
66,23069503,11800000894
67,23069503,11799446205
68,23069503,11799630232
69,23069503,11799339102
70,23069503,11799711338
71,23069503,11799381367
72,23069503,11799341362
73,23069503,11799489877
74,23069503,11799350703
75,23069503,11799627883
76,23069503,11799744551
77,23069503,11799666987
78,23069503,11799481640
79,23069503,11799454826
80,23069503,11791151166
81,23069503,11790940423
82,23069503,11791347633
83,23069503,11790808605
84,23069503,11791406010
85,23069503,11790787881
86,23069503,11791343932
87,23069503,11790858955
88,23069503,11791292701
89,23069503,11790868213
90,23069503,11790923862
91,23069503,11782971140
92,23069503,11782770400
93,23069503,11783162436
94,23069503,11782699242
95,23069503,11782703893
96,23069503,11782708267
97,23069503,11783051406
98,23069503,11782698518
99,23069503,11783103276
100,23069503,11782763220
101,23069503,11888137991
102,23069503,11888086386
103,23069503,11887469913
104,23069503,11888408744
105,23069503,11888315396
106,23069503,11888264029
107,23069503,11887983916
108,23069503,11879256941
109,23069503,11879261058
110,23069503,11880051327
111,23069503,11879827308
112,23069503,11878904744
113,23069503,11879115140
114,23069503,11879690985
115,23069503,11879079428
116,23069503,11879184047
117,23069503,11871165077
118,23069503,11872215807
119,23069503,11870850418
120,23069503,11870960571
121,23069503,11870864475
122,23069503,11871045521
123,23069503,11871194742
124,23069503,11870722505
125,23069503,11871613297
126,23069503,11870767604
127,23069503,11871543743
128,23069503,11871234533
129,23069503,11863418959
130,23069503,11862954024
131,23069503,11863410476
132,23069503,11863182713
133,23069503,11863444323
134,23069503,11863113220
135,23069503,11863293505
136,23069503,11862965128
137,23069503,11863366362
138,23069503,11863009933
139,23069503,11862968890
140,23069503,11862962932
141,23069503,11855165192
142,23069503,11855207322
143,23069503,11854748215
144,23069503,11855432874
145,23069503,11854824386
146,23069503,11855145248
147,23069503,11855069786
148,23069503,11854907058
149,23069503,11855511196
