,pro_id,activity
0,1630132,11697051793
1,1630132,11696418203
2,1630132,11673085285
3,1630132,11673173291
4,1630132,11776520689
5,1630132,11776125664
6,1630132,11776168297
7,1630132,11777037458
8,1630132,11776415401
9,1630132,11776347326
10,1630132,11776104807
11,1630132,11776217006
12,1630132,11776265851
13,1630132,11776507167
14,1630132,11776599299
15,1630132,11777023634
16,1630132,11776221402
17,1630132,11776188163
18,1630132,11776203695
19,1630132,11776717739
20,1630132,11776432912
21,1630132,11776274224
22,1630132,11776562560
23,1630132,11776342263
24,1630132,11776517168
25,1630132,11776257067
26,1630132,11776439384
27,1630132,11776443380
28,1630132,11776453179
29,1630132,11776494925
30,1630132,11776470448
31,1630132,11776495775
32,1630132,11769877173
33,1630132,11768633600
34,1630132,11768832237
35,1630132,11769079487
36,1630132,11768501612
37,1630132,11768719771
38,1630132,11768929890
39,1630132,11769059125
40,1630132,11768914715
41,1630132,11768955278
42,1630132,11768556839
43,1630132,11769107856
44,1630132,11770217146
45,1630132,11768898372
46,1630132,11768707669
47,1630132,11769018031
48,1630132,11768750688
49,1630132,11768531058
50,1630132,11772537809
51,1630132,11768783581
52,1630132,11768995934
53,1630132,11768920484
54,1630132,11768703463
55,1630132,11768940241
56,1630132,11769632221
57,1630132,11768741138
58,1630132,11768507848
59,1630132,11768772747
60,1630132,11768966394
61,1630132,11759147398
62,1630132,11759089441
63,1630132,11759095708
64,1630132,11737079240
65,1630132,11734873040
66,1630132,11726922587
67,1630132,11831571318
68,1630132,11831383789
69,1630132,11831723004
70,1630132,11831731368
71,1630132,11832309103
72,1630132,11831813300
73,1630132,11833639209
74,1630132,11831462252
75,1630132,11831321722
76,1630132,11831698120
77,1630132,11831404337
78,1630132,11831852759
79,1630132,11832689254
80,1630132,11831843171
81,1630132,11833242631
82,1630132,11831511308
83,1630132,11831356933
84,1630132,11831794397
85,1630132,11941002635
86,1630132,11831457756
87,1630132,11831326372
88,1630132,11831863278
89,1630132,11831310453
90,1630132,11831312439
91,1630132,11831481785
92,1630132,11831371061
93,1630132,11831401204
94,1630132,11831512576
95,1630132,11831496723
96,1630132,11831462610
97,1630132,11831455182
98,1630132,11823248198
99,1630132,11823025534
100,1630132,11823031528
101,1630132,11823604770
102,1630132,11823397143
103,1630132,11823161236
104,1630132,11823390209
105,1630132,11823568272
106,1630132,11823057390
107,1630132,11823231302
108,1630132,11823088214
109,1630132,11941002653
110,1630132,11823116446
111,1630132,11823037606
112,1630132,11823413444
113,1630132,11823835974
114,1630132,11823061678
115,1630132,11823170834
116,1630132,11823252270
117,1630132,11823046997
118,1630132,11823030223
119,1630132,11823002171
120,1630132,11823208585
121,1630132,11823248222
122,1630132,11823177174
123,1630132,11823082235
124,1630132,11823045648
125,1630132,11823879871
126,1630132,11823249074
127,1630132,11823423257
128,1630132,11823214042
129,1630132,11814956834
130,1630132,11807712977
131,1630132,11807754298
132,1630132,11808326492
133,1630132,11807377612
134,1630132,11807387405
135,1630132,11807447963
136,1630132,11807734841
137,1630132,11808831047
138,1630132,11807785514
139,1630132,11808153338
140,1630132,11807546536
141,1630132,11807384567
142,1630132,11807725459
143,1630132,11941002606
144,1630132,11807407785
145,1630132,11807437427
146,1630132,11807713349
147,1630132,11807560544
148,1630132,11807411167
149,1630132,11807427501
150,1630132,11807473099
151,1630132,11807587568
152,1630132,11807545579
153,1630132,11807620570
154,1630132,11807933216
155,1630132,11807369962
156,1630132,11807515246
157,1630132,11807417722
158,1630132,11807410127
159,1630132,11807905322
160,1630132,11807503192
161,1630132,11799592698
162,1630132,11799524111
163,1630132,11800000894
164,1630132,11800515140
165,1630132,11799446205
166,1630132,11799401355
167,1630132,11799572582
168,1630132,11799774820
169,1630132,11799335731
170,1630132,11799339102
171,1630132,11799711338
172,1630132,11799376418
173,1630132,11799341362
174,1630132,11799369876
175,1630132,11799489877
176,1630132,11799350703
177,1630132,11799627883
178,1630132,11799379706
179,1630132,11800300531
180,1630132,11799550272
181,1630132,11799744551
182,1630132,11799503089
183,1630132,11799428730
184,1630132,11799621844
185,1630132,11799369114
186,1630132,11799450346
187,1630132,11799359347
188,1630132,11941002697
189,1630132,11799404949
190,1630132,11799527883
191,1630132,11799454826
192,1630132,11799385199
193,1630132,11791126631
194,1630132,11790803721
195,1630132,11790940423
196,1630132,11791347633
197,1630132,11791151166
198,1630132,11791034947
199,1630132,11791322801
200,1630132,11790808605
201,1630132,11790787881
202,1630132,11791406010
203,1630132,11790814153
204,1630132,11791343932
205,1630132,11790858955
206,1630132,11791292701
207,1630132,11790868213
208,1630132,11790888267
209,1630132,11791227349
210,1630132,11790952883
211,1630132,11790871353
212,1630132,11790977077
213,1630132,11790926007
214,1630132,11790918766
215,1630132,11790874914
216,1630132,11790923862
217,1630132,11791214047
218,1630132,11887995287
219,1630132,11888137991
220,1630132,11888086386
221,1630132,11887469913
222,1630132,11887912856
223,1630132,11888408744
224,1630132,11888315396
225,1630132,11888042087
226,1630132,11888264029
227,1630132,11887911948
228,1630132,11887931193
229,1630132,11888158039
230,1630132,11888017571
231,1630132,11888134894
232,1630132,11887983916
233,1630132,11870832654
234,1630132,11870915629
235,1630132,11872215807
236,1630132,11871165077
237,1630132,11870850418
238,1630132,11870724756
239,1630132,11870744413
240,1630132,11871139591
241,1630132,11870960571
242,1630132,11870919980
243,1630132,11941002517
244,1630132,11870864475
245,1630132,11871045521
246,1630132,11871194742
247,1630132,11870722505
248,1630132,11870910541
249,1630132,11870743732
250,1630132,11870850769
251,1630132,11870810082
252,1630132,11870869197
253,1630132,11870740623
254,1630132,11870823663
255,1630132,11870767604
256,1630132,11871403515
257,1630132,11871234533
258,1630132,11870727781
259,1630132,11870907562
260,1630132,11870802819
261,1630132,11870896563
262,1630132,11870827753
263,1630132,11870937832
264,1630132,11870926068
265,1630132,11863315302
266,1630132,11863418959
267,1630132,11862954024
268,1630132,11868321773
269,1630132,11914339627
270,1630132,11862977336
271,1630132,11863126505
272,1630132,11863232818
273,1630132,11863410476
274,1630132,11863182713
275,1630132,11862967177
276,1630132,11863444323
277,1630132,11863073275
278,1630132,11941002546
279,1630132,11863113220
280,1630132,11863583216
281,1630132,11863862592
282,1630132,11863293505
283,1630132,11862965128
284,1630132,11862983475
285,1630132,11863178768
286,1630132,11863264142
287,1630132,11863245531
288,1630132,11865443103
289,1630132,11863407611
290,1630132,11862963019
291,1630132,11862968890
292,1630132,11862995125
293,1630132,11862974968
294,1630132,11863655724
295,1630132,11862962932
296,1630132,11949206338
297,1630132,11937589425
298,1630132,11937787330
299,1630132,11938362004
300,1630132,11928306426
301,1630132,11927971768
302,1630132,11928470039
303,1630132,11928358679
304,1630132,11930207620
305,1630132,11928121860
306,1630132,11928102328
307,1630132,11928078183
0,11270161,11721101547
1,11270161,11712213548
2,11270161,11705443771
3,11270161,11698562963
4,11270161,11689846544
5,11270161,11681620687
6,11270161,11776224892
7,11270161,11776168297
8,11270161,11776221402
9,11270161,11776520689
10,11270161,11776342263
11,11270161,11776304501
12,11270161,11776439384
13,11270161,11769730173
14,11270161,11759087169
15,11270161,11759089441
16,11270161,11759095708
17,11270161,11759147398
18,11270161,11754923949
19,11270161,11750876765
20,11270161,11750877573
21,11270161,11750882092
22,11270161,11750881565
23,11270161,11742911970
24,11270161,11736139632
25,11270161,11831517840
26,11270161,11831723004
27,11270161,11831852759
28,11270161,11831404337
29,11270161,11831571318
30,11270161,11831310453
31,11270161,11823070529
32,11270161,11823397143
33,11270161,11823413444
34,11270161,11823252270
35,11270161,11823046997
36,11270161,11823248198
37,11270161,11823007339
38,11270161,11814812745
39,11270161,11814674948
40,11270161,11814224581
41,11270161,11807442656
42,11270161,11807754298
43,11270161,11807546536
44,11270161,11807713349
45,11270161,11807712977
46,11270161,11807473099
47,11270161,11807779989
48,11270161,11799765177
49,11270161,11800000894
50,11270161,11799396923
51,11270161,11799627883
52,11270161,11799428730
53,11270161,11799503089
54,11270161,11799592698
55,11270161,11790852125
56,11270161,11791347633
57,11270161,11790814153
58,11270161,11791343932
59,11270161,11791126631
60,11270161,11782748702
61,11270161,11782770400
62,11270161,11782745072
63,11270161,11782752543
64,11270161,11782901053
65,11270161,11888059393
66,11270161,11888088637
67,11270161,11884094817
68,11270161,11879264274
69,11270161,11879256600
70,11270161,11879326952
71,11270161,11879189473
72,11270161,11870774504
73,11270161,11870850418
74,11270161,11871194742
75,11270161,11870743732
76,11270161,11870810082
77,11270161,11870832654
78,11270161,11870782839
79,11270161,11865304621
80,11270161,11865321539
81,11270161,11862977336
82,11270161,11863444323
83,11270161,11863315302
84,11270161,11863862592
85,11270161,11862966323
86,11270161,11855110231
87,11270161,11855207322
88,11270161,11855401666
89,11270161,11855069786
90,11270161,11854820618
91,11270161,11847115786
92,11270161,11846982763
93,11270161,11847000014
94,11270161,11847071600
95,11270161,11847301183
96,11270161,11836675364
97,11270161,11836346024
98,11270161,11836364229
99,11270161,11844153043
100,11270161,11836367581
101,11270161,11946011622
102,11270161,11944474458
103,11270161,11942530972
104,11270161,11942545677
105,11270161,11937427699
106,11270161,11937429446
107,11270161,11928428474
108,11270161,11928427535
109,11270161,11928205727
110,11270161,11920065876
111,11270161,11920072362
112,11270161,11911433254
113,11270161,11911444356
114,11270161,11911437300
115,11270161,11911311097
